DIM name	Reference ID	Code	[DerivedFm]	OrigSeq	PHD MajSeq	PHD MinSeq	Note
				534			
				535			
				536			
Physician Attribute Group	MDC_ATTR_GRP_PHYSICIAN	2071		537			
Patient Demographics	MDC_MOC_PT_DEMOG	42		538			
Handle *	MDC_ATTR_ID_HANDLE	-2337		539			
(see: VMO/				540			
Medical Package)				541			
				542			
				543			
				544			
				545			
				546			
				547			
				548			
				549			
				550			
				551			
Pat-Demo-State	MDC_ATTR_PT_DEMOG_ST	2391		552			
Patient-Id	MDC_ATTR_PT_ID	2394		553			
Name	MDC_ATTR_PT_NAME	2395		554			
Given-Name	MDC_ATTR_PT_NAME_GIVEN	2397		555			
Family-Name	MDC_ATTR_PT_NAME_FAMILY	2396		556			
Middle-Name	MDC_ATTR_PT_NAME_MIDDLE	2399		557			
Birth-Name	MDC_ATTR_PT_NAME_BIRTH	2398		558			
Title-Name	MDC_ATTR_PT_NAME_TITLE	2400		559			
Sex	MDC_ATTR_PT_SEX	2401		560			
Race	MDC_ATTR_PT_Race	2526		561			
Patient-Type *	MDC_ATTR_PT_TYPE	-2402		562			
(see: MDS/				563			
System subject)				564			
Date-Of-Birth	MDC_ATTR_PT_DOB	2392		565			
Patient-General-Info	MDC_ATTR_PT_GEN_INFO	2393		566			
Patient-Age	MDC_ATTR_Pt_Age	2520		567			
Gestational-Age	MDC_ATTR_Pt_Age_Gest	2521		568			
Patient-Height	MDC_ATTR_Pt_Height	2524		569			
Patient-Weight	MDC_ATTR_Pt_Weight	2527		570			
Patient-Birth-Length	MDC_ATTR_Pt_Birth_Length	2522		571			
Patient-Birth-Weight	MDC_ATTR_Pt_Birth_Weight	2523		572			
Mother-Patient-Id	MDC_ATTR_ID_PT_Mother	2504		573			
Mother-Name	MDC_ATTR_Pt_Name_Mother	2525		574			
Patient-Head-Circumference	MDC_ATTR_CIRCUM_HEAD	2490		575			
Patient-Bsa	MDC_ATTR_PT_BSA	2390		576			
Bed-Id	MDC_ATTR_ID_BED	2501		577			
Diagnostic-Info	MDC_ATTR_Diagnostic_Info	2496		578			
Diagnostic-Codes	MDC_ATTR_CODE_DIAGNOSTIC	2492		579			
				580			
Admitting-Physician	MDC_ATTR_Physician_Admit	2515		581			
Attending-Physician	MDC_ATTR_Physician_ATTEND	2516		582			
Date-Of-Procedure	MDC_ATTR_Procedure_DATE	2518		583			
Procedure-Codes *	MDC_ATTR_Code_Procedure	-2493		584			
(see: Session Notes/				585			
Archival subject)				586			
Procedure-Description *	MDC_ATTR_DESC_Procedure	-2495		587			
(see: Session Notes/				588			
Archival subject)				589			
Anesthetist	MDC_ATTR_Anaesthetist	2479		590			
Surgeon	MDC_ATTR_Surgeon	2532		591			
Patient-Lean-Body-Mass	MDC_ATTR_PT_LBM	2601		592			
Patient Demographics Attribute Group	MDC_ATTR_GRP_PT_DEMOG	2055		593			
Discharge-Patient	MDC_ACT_DISCH_PT	3076		594			
Admit-Patient	MDC_ACT_ADMIT_PT	3074		595			
Pre-Admit-Patient	MDC_ACT_PRE_ADMIT_PT	3078		596			
Patient-Demographics-Modified	MDC_NOTI_PT_DEMOG_MOD	3342		597			
Patient-Demographics-State-Change	MDC_NOTI_PT_DEMOG_ST_MOD	3343		598			
	MDC_MOC_VMO_METRIC	4		599	1	3	
	MDC_MOC_VMO_METRIC_ENUM	5		600	1	4	
	MDC_MOC_VMO_METRIC_NU	6		601	1	5	
	MDC_MOC_VMO_METRIC_SA_RT	9		602	1	6	
	MDC_MOC_SCAN	16		603	1	7	
	MDC_MOC_SCAN_CFG	17		604	1	8	
	MDC_MOC_SCAN_CFG_EPI	18		605	1	9	
	MDC_MOC_SCAN_CFG_PERI	19		606	1	10	
	MDC_MOC_VMS_MDS_SIMP	37		607	1	11	
	MDC_MOC_VMO_PMSTORE	61		608	1	12	
	MDC_MOC_PM_SEGMENT	62		609	1	13	
	MDC_ATTR_AL_OP_STAT	2310		610	1	14	
	MDC_ATTR_CONFIRM_MODE	2323		611	1	15	
	MDC_ATTR_CONFIRM_TIMEOUT	2324		612	1	16	
	MDC_ATTR_ID_HANDLE	2337		613	1	17	
	MDC_ATTR_ID_INSTNO	2338		614	1	18	
	MDC_ATTR_ID_LABEL_STRING	2343		615	1	19	
	MDC_ATTR_ID_MODEL	2344		616	1	20	
	MDC_ATTR_ID_PHYSIO	2347		617	1	21	
	MDC_ATTR_ID_PROD_SPECN	2349		618	1	22	
	MDC_ATTR_ID_TYPE	2351		619	1	23	
	MDC_ATTR_LIMIT_CURR	2356		620	1	24	
	MDC_ATTR_METRIC_STORE_CAPAC_CNT	2369		621	1	25	
	MDC_ATTR_METRIC_STORE_SAMPLE_ALG	2371		622	1	26	
	MDC_ATTR_METRIC_STORE_USAGE_CNT	2372		623	1	27	
	MDC_ATTR_MSMT_STAT	2375		624	1	28	
	MDC_ATTR_NU_ACCUR_MSMT	2378		625	1	29	
	MDC_ATTR_NU_CMPD_VAL_OBS	2379		626	1	30	
	MDC_ATTR_NU_VAL_OBS	2384		627	1	31	
	MDC_ATTR_NUM_SEG	2385		628	1	32	
	MDC_ATTR_OP_STAT	2387		629	1	33	
	MDC_ATTR_POWER_STAT	2389		630	1	34	
	MDC_ATTR_SA_SPECN	2413		631	1	35	
	MDC_ATTR_SCALE_SPECN_I16	2415		632	1	36	
	MDC_ATTR_SCALE_SPECN_I32	2416		633	1	37	
	MDC_ATTR_SCALE_SPECN_I8	2417		634	1	38	
	MDC_ATTR_SCAN_REP_PD	2421		635	1	39	
	MDC_ATTR_SEG_USAGE_CNT	2427		636	1	40	
	MDC_ATTR_SYS_ID	2436		637	1	41	
	MDC_ATTR_SYS_TYPE	2438		638	1	42	
	MDC_ATTR_TIME_ABS	2439		639	1	43	
	MDC_ATTR_TIME_BATT_REMAIN	2440		640	1	44	
	MDC_ATTR_TIME_END_SEG	2442		641	1	45	
	MDC_ATTR_TIME_PD_SAMP	2445		642	1	46	
	MDC_ATTR_TIME_REL	2447		643	1	47	
	MDC_ATTR_TIME_STAMP_ABS	2448		644	1	48	
	MDC_ATTR_TIME_STAMP_REL	2449		645	1	49	
	MDC_ATTR_TIME_START_SEG	2450		646	1	50	
	MDC_ATTR_TX_WIND	2453		647	1	51	
	MDC_ATTR_UNIT_CODE	2454		648	1	52	
	MDC_ATTR_UNIT_LABEL_STRING	2457		649	1	53	
	MDC_ATTR_VAL_BATT_CHARGE	2460		650	1	54	
	MDC_ATTR_VAL_ENUM_OBS	2462		651	1	55	
	MDC_ATTR_AL_COND	2476		652	1	56	
	MDC_ATTR_AL_OP_TEXT_STRING	2478		653	1	57	
	MDC_ATTR_TIME_REL_HI_RES	2536		654	1	58	
	MDC_ATTR_TIME_STAMP_REL_HI_RES	2537		655	1	59	
	MDC_ATTR_DEV_CONFIG_ID	2628		656	1	60	
	MDC_ATTR_MDS_TIME_INFO	2629		657	1	61	
	MDC_ATTR_METRIC_SPEC_SMALL	2630		658	1	62	
	MDC_ATTR_SOURCE_HANDLE_REF	2631		659	1	63	
	MDC_ATTR_SIMP_SA_OBS_VAL	2632		660	1	64	
	MDC_ATTR_ENUM_OBS_VAL_SIMP_OID	2633		661	1	65	
	MDC_ATTR_ENUM_OBS_VAL_SIMP_STR	2634		662	1	66	
	MDC_ATTR_REG_CERT_DATA_LIST	2635		663	1	67	
	MDC_ATTR_NU_VAL_OBS_BASIC	2636		664	1	68	
	MDC_ATTR_PM_STORE_CAPAB	2637		665	1	69	
	MDC_ATTR_PM_SEG_MAP	2638		666	1	70	
	MDC_ATTR_PM_SEG_PERSON_ID	2639		667	1	71	
	MDC_ATTR_SEG_STATS	2640		668	1	72	
	MDC_ATTR_SEG_FIXED_DATA	2641		669	1	73	
	MDC_ATTR_PM_SEG_ELEM_STAT_ATTR	2642		670	1	74	
	MDC_ATTR_SCAN_HANDLE_ATTR_VAL_MAP	2643		671	1	75	
	MDC_ATTR_SCAN_REP_PD_MIN	2644		672	1	76	
	MDC_ATTR_ATTRIBUTE_VAL_MAP	2645		673	1	77	
	MDC_ATTR_NU_VAL_OBS_SIMP	2646		674	1	78	
	MDC_ATTR_PM_STORE_LABEL_STRING	2647		675	1	79	
	MDC_ATTR_PM_SEG_LABEL_STRING	2648		676	1	80	
	MDC_ATTR_TIME_PD_MSMT_ACTIVE	2649		677	1	81	
	MDC_ATTR_SYS_TYPE_SPEC_LIST	2650		678	1	82	
	MDC_ATTR_METRIC_ID_PART	2655		679	1	83	
	MDC_ATTR_ENUM_OBS_VAL_PART	2656		680	1	84	
	MDC_ATTR_SUPPLEMENTAL_TYPES	2657		681	1	85	
	MDC_ATTR_TIME_ABS_ADJUST	2658		682	1	86	
	MDC_ATTR_CLEAR_TIMEOUT	2659		683	1	87	
	MDC_ATTR_TRANSFER_TIMEOUT	2660		684	1	88	
	MDC_ATTR_ENUM_OBS_VAL_SIMP_BIT_STR	2661		685	1	89	
	MDC_ATTR_ENUM_OBS_VAL_BASIC_BIT_STR	2662		686	1	90	
	MDC_ATTR_METRIC_STRUCT_SMALL	2675		687	1	91	
	MDC_ATTR_NU_CMPD_VAL_OBS_SIMP	2676		688	1	92	
	MDC_ATTR_NU_CMPD_VAL_OBS_BASIC	2677		689	1	93	
	MDC_ATTR_ID_PHYSIO_LIST	2678		690	1	94	
	MDC_ATTR_SCAN_HANDLE_LIST	2679		691	1	95	
	MDC_ATTR_CONTEXT_KEY	2680		692	1	96	
	MDC_ATTR_INS_CONCENTRATION	2681		693	1	97	
	MDC_ATTR_REG_CERT_DATA_AUTH_BODY	2682		694	1	98	
	MDC_TIME_CAP_STATE	2683		695	1	99	
	MDC_TIME_SYNC_PROTOCOL	2684		696	1	100	
	MDC_TIME_SYNC_ACCURACY	2685		697	1	101	
	MDC_ATTR_TIME_RES_ABS	2686		698	1	102	
	MDC_ATTR_TIME_RES_REL	2687		699	1	103	
	MDC_ATTR_TIME_RES_HI_REL	2688		700	1	104	
	MDC_ATTR_TIME_BO	2689		701	1	105	
	MDC_ATTR_TIME_STAMP_BO	2690		702	1	106	
	MDC_ATTR_TIME_START_SEG_BO	2691		703	1	107	
	MDC_ATTR_TIME_END_SEG_BO	2692		704	1	108	
	MDC_ATTR_TICK_RES	2693		705	1	109	
	MDC_ACT_SEG_CLR	3084		706	1	110	
	MDC_ACT_SEG_GET_INFO	3085		707	1	111	
	MDC_ACT_SET_TIME	3095		708	1	112	
	MDC_ACT_DATA_REQUEST	3099		709	1	113	
	MDC_ACT_SEG_TRIG_XFER	3100		710	1	114	
	MDC_ACT_SET_BO_TIME	3101		711	1	115	
	MDC_NOTI_CONFIG	3356		712	1	116	
	MDC_NOTI_SCAN_REPORT_FIXED	3357		713	1	117	
	MDC_NOTI_SCAN_REPORT_VAR	3358		714	1	118	
	MDC_NOTI_SCAN_REPORT_MP_FIXED	3359		715	1	119	
	MDC_NOTI_SCAN_REPORT_MP_VAR	3360		716	1	120	
	MDC_NOTI_SEGMENT_DATA	3361		717	1	121	
	MDC_NOTI_UNBUF_SCAN_REPORT_VAR	3362		718	1	122	
	MDC_NOTI_UNBUF_SCAN_REPORT_FIXED	3363		719	1	123	
	MDC_NOTI_UNBUF_SCAN_REPORT_GROUPED	3364		720	1	124	
	MDC_NOTI_UNBUF_SCAN_REPORT_MP_VAR	3365		721	1	125	
	MDC_NOTI_UNBUF_SCAN_REPORT_MP_FIXED	3366		722	1	126	
	MDC_NOTI_UNBUF_SCAN_REPORT_MP_GROUPED	3367		723	1	127	
	MDC_NOTI_BUF_SCAN_REPORT_VAR	3368		724	1	128	
	MDC_NOTI_BUF_SCAN_REPORT_FIXED	3369		725	1	129	
	MDC_NOTI_BUF_SCAN_REPORT_GROUPED	3370		726	1	130	
	MDC_NOTI_BUF_SCAN_REPORT_MP_VAR	3371		727	1	131	
	MDC_NOTI_BUF_SCAN_REPORT_MP_FIXED	3372		728	1	132	
	MDC_NOTI_BUF_SCAN_REPORT_MP_GROUPED	3373		729	1	133	
